WKN;ISIN;TICKER;TYP;NAME;TRUENAMES
A1W3F6;IE00BCHWNQ94;XDWY.DE;ETF;X(IE)-MSCI WO.H.DI.YLD.;Xtrackers (IE) Plc - Xtrackers MSCI World High Dividend Yield UCITS ETF 1D
A2P63R;IE00BMY76136;XZWE.DE;ETF;X(IE)-MSCI WORLD 2C.;Xtrackers (IE) Plc - Xtrackers MSCI World ESG UCITS ETF 2C - EUR Hedged
A2N4YV;IE00BGJWX091;XDPD.DE;ETF;X(IE)-S+P 500 1DEOH.;"Xtrackers (IE) Plc - Xtrackers S&amp;P 500 UCITS ETF 1D - EUR Hedged"
A2JCAG;IE00BGV5VM45;XUEK.DE;ETF;X(IE)-S+P E.EX UK1DEO.;"Xtrackers (IE) Plc - Xtrackers S&amp;P Europe ex UK UCITS ETF 1D"
A2P7TP;IE00BM97MR69;XT01.DE;ETF;X(IE)-US TR.USH BD 1CDL.;Xtrackers (IE) Plc - Xtrackers US Treasuries Ultrashort Bond UCITS ETF 1C
A2DXQ6;IE00BDR5HM97;XUHY.DE;ETF;X(IE)-USD HIGH YLD C.B..;Xtrackers (IE) Plc - Xtrackers USD High Yield Corporate Bond UCITS ETF 1D
A2P4XG;LU2178481649;XZE5.DE;ETF;XII-EECBS.D.ETF 1CEOA.;Xtrackers II ESG EUR Corporate Bond Short Duration UCITS ETF 1 EUR Acc
DBX0RD;LU1920015440;XUEB.DE;ETF;XTK2 USD E.M.BOND.;Xtrackers II USD Emerging Markets Bond UCITS ETF 2C - USD
A2N6LL;IE00BGV5VR99;XMOV.DE;ETF;XTR(IE)-FUT.MOB.ETF.;Xtrackers (IE) Plc - Xtrackers Future Mobility UCITS ETF 1C
A2JNWQ;IE00BFMKQ930;XYLE.DE;ETF;XTR.-IBOX.DL 2CEOH.;Xtrackers (IE) Plc - Xtrackers iBoxx USD Corporate Bond Yield Plus UCITS ETF 2C - EUR Hedged
DBX0CZ;LU0429790743;DBZN.DE;ETF;XTR.DB BL.CO.O.Y.SW..;Xtrackers - Xtrackers DB Bloomberg Commodity Optimum Yield Swap UCITS ETF 2C - EUR Hedged
DBX1LC;LU0292106167;DXSM.DE;ETF;XTR.DBLCI CO.O.Y.SW..;Xtrackers - Xtrackers DBLCI Commodity Optimum Yield Swap UCITS ETF 1C - EUR Hedged
DBX0HM;LU0524480265;XY4P.DE;ETF;XTR.II IB.E.G.B.Y.P. 1C.;Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF 1C
DBX0MB;LU0677077884;XUEM.DE;ETF;XTR.II USD EM BD 2D DL.;Xtrackers II USD Emerging Markets Bond UCITS ETF 2D - USD
A2QGNE;IE00BNC1G699;XZEZ.DE;ETF;XTR.MS.EMU ESG 1CEOA.;Xtrackers (IE) Plc - Xtrackers MSCI EMU ESG UCITS ETF 1C
A2P7NT;LU2196470426;XNKY.DE;ETF;XTR.NIKKEI 225 1C YN.;Xtrackers Nikkei 225 UCITS ETF 1C EUR
DBX0Q9;LU1875395870;XDJE.DE;ETF;XTR.NIKKEI 225 2DEOH.;Xtrackers Nikkei 225 UCITS ETF 2D EUR Hedged
DBX1AC;LU0322251520;DXS3.DE;ETF;XTR.S+P 500 IN.DA.SW..;"Xtrackers S&amp;P 500 Inverse Daily Swap UCITS ETF 1C"
DBX0HR;LU0592216393;XESP.DE;ETF;XTR.SPAIN 1CEO.;Xtrackers Spain UCITS ETF 1C
DBX0K8;LU0994505336;XESD.DE;ETF;XTR.SPAIN 1DEO.;Xtrackers Spain UCITS ETF 1D
DBX1SB;LU0292100806;DXSC.DE;ETF;XTR.ST.EU.600 BA.RE.SW..;Xtrackers Stoxx Europe 600 Basic Resources Swap UCITS ETF 1C
DBX1SG;LU0292101796;DXSD.DE;ETF;XTR.ST.EU.600 O.+G.S. 1C.;"Xtrackers Stoxx Europe 600 Oil &amp; Gas Swap UCITS ETF 1C"
DBX0QN;LU1772333404;XSXE.DE;ETF;XTR.STOXX EUR.600 2C.;Xtrackers Stoxx Europe 600 UCITS ETF 2C - EUR Hedged
DBX00R;LU2009147591;XGLU.DE;ETF;XTRII-EOZGOVTBD.;Xtrackers II Eurozone Government Bond UCITS ETF 2C USD Hedged
A2JH17;LU1806495575;UCRP.DE;ETF;A-A.I.US C. UCITSDLA.;Amundi Index Solutions - Amundi Index US Corp SRI UCITS ETF DR Acc
A2DR4K;LU1602145119;SM8T.DE;ETF;A.-A.I.E.G.M.S.A.S.B.UEDI.;Amundi Index Solutions - Amundi Index Equity Global Multi Smart Allocation Scientific Beta ETF-C EUR
A2P75B;FR0013506649;18MT.DE;ETF;AETF-GBEBIG DEOD.;Amundi ETF Euro Corporates C
A2H58M;LU1681040066;AFIN.DE;ETF;AIS-A.EUR.CORP.FIN.IB..;Amundi Index Solutions - Amundi EURO Corporate Financials IBOXX UCITS ETF-C
A2H58E;LU1681046774;KX1G.DE;ETF;AIS-A.G.L.E.I.UETF 1-3EOC;Amundi Index Solutions - Amundi Govt Bond Lowest Rated Euromts Investment Grade UCITS ETF-C
A2H9Q6;LU1737654019;10AM.DE;ETF;AIS-A.I.BA.G.A.500M;Amundi Index Solutions - Amundi Index Barclays Global AGG 500M UCITS ETF DR EUR
A2H9Q5;LU1737653987;DECR.DE;ETF;AIS-A.I.E.A.C.SRI UETFDD;Amundi Index Solutions - Amundi Index Euro AGG Corporate SRI UCITS ETF DR EUR
A2DR4H;LU1602144229;LWCR.DE;ETF;AIS-A.I.EQ.GL.L.CAR.UEDIE;Amundi MSCI World Climate Transition CTB - UCITS ETF DR - EUR-C
A2H9QZ;LU1737652310;10AI.DE;ETF;AIS-A.I.MSCI EUR.UC.;Amundi Index Solutions - Amundi Index MSCI Europe UCITS ETF DR EUR
A2DR4P;LU1602144732;J1GR.DE;ETF;AIS-A.I.MSCI JAP.;Amundi Index Solutions - Amundi Index MSCI Japan ETF-C EUR
A2H9Q2;LU1737653045;DNRA.DE;ETF;AIS-A.I.MSCI N.AM.;Amundi Index Solutions - Amundi Index MSCI North America UCITS ETF DR EUR
A2H9QY;LU1737652237;10AH.DE;ETF;AIS-A.I.MSCI WRD UC.;Amundi Index Solutions - Amundi Index MSCI World UCITS ETF DR EUR
A2H576;LU1681049109;H1D5.DE;ETF;AIS-A.I.S+P500UETF;"Amundi Index Solutions - Amundi S&amp;P 500 UCITS ETF C Hedged EUR"
A2H9Q4;LU1737653714;10AL.DE;ETF;AIS-A.IN.JPM EMU G.;Amundi Index Solutions - Amundi Index JP Morgan EMU Govies 1-10 UCITS ETF DR EUR
A2H9Q0;LU1737652583;AEMD.DE;ETF;AIS-A.IN.MSCI E.M.;Amundi Index Solutions - Amundi Index MSCI Emerging Markets UCITS ETF DR EUR
A2H573;LU1681048804;AUM5.DE;ETF;AIS-A.IND.S+P500UETF;"Amundi Index Solutions - Amundi S&amp;P 500 UCITS ETF C EUR"
A2JSDC;LU1861137484;MIVB.DE;ETF;AIS-A.M.EU.SRI DR AOEA;Amundi Index Solutions - Amundi MSCI Europe SRI UCITS ETF DR
A2PZDA;LU2109787478;SADE.DE;ETF;AIS-A.MSCI EESGLS;Amundi Index Solutions - Amundi MSCI Europe ESG Leaders Select UCITS ETF DR Cap
A2PZDB;LU2109787551;SADM.DE;ETF;AIS-A.MSCI EESGLS;Amundi Index Solutions - Amundi MSCI Emerging ESG Leaders UCITS ETF DR
A2PZC7;LU2109786827;SBIZ.DE;ETF;AIS-A.MSCI EMESGUS;Amundi Index Solutions - Amundi MSCI EMU ESG Universal Select Ucits ETF DR Cap
A2PZC6;LU2109786744;SBIE.DE;ETF;AIS-A.MSCI EUESGUS;Amundi Index Solutions - Amundi MSCI Europe ESG Universal Select Ucits ETF DR Cap
A2PZC9;LU2109787395;SADU.DE;ETF;AIS-A.MSCI UESGLS;Amundi Index Solutions - Amundi MSCI USA ESG Leaders Select Ucits ETF DR Cap
A2DN3T;LU1589349734;MIVU.DE;ETF;AIS-A.MSCI USA M.V.F.;Amundi Index Solutions - Amundi MSCI USA Minimum Volatility Factor UCITS ETF
A2PZC3;LU2109786587;SBIW.DE;ETF;AIS-A.MSCI WESGUS;Amundi Index Solutions - Amundi MSCI World ESG Universal Select Ucits ETF DR Cap
A2PZC8;LU2109787122;SADW.DE;ETF;AIS-A.MSCI WESGUS;Amundi Index Solutions - Amundi MSCI World ESG Leaders Select Ucits ETF DR Cap
A2PZC4;LU2109786660;SBIU.DE;ETF;AIS-A.MSCIUSAESGUS;Amundi Index Solutions - Amundi MSCI USA ESG Universal Select Ucits ETF DR Cap
A2H59J;LU1681046931;GC40.DE;ETF;AIS-AM.CAC 40 EOC;Amundi Index Solutions - Amundi CAC 40 UCITS ETF-C
A2H57V;LU1681039647;TCC4.DE;ETF;AIS-AM.EO COR. EOC;Amundi Index Solutions - Amundi EURO Corporates Ucits ETF EUR C
A2H580;LU1681040496;AHYE.DE;ETF;AIS-AM.EO HYL EOC;Amundi Index Solutions - Amundi EURO High Yield Liquid Bond IBOXX UCITS ETF-C
A2H59F;LU1681039563;SMRE.DE;ETF;AIS-AM.EO.EQ.MSASB EOC;Amundi Index Solutions - Amundi Europe Equity Multi Smart Allocation Scientific Beta UCITS ETF-C
A2H59L;LU1681047236;V50A.DE;ETF;AIS-AM.EUR.STX50 EOC;Amundi Index Solutions - Amundi EURO STOXX 50 UCITS ETF-C EUR
A2H59M;LU1681047319;V50D.DE;ETF;AIS-AM.EUR.STX50 EOD;Amundi Index Solutions - Amundi EURO STOXX 50 UCITS ETF-D EUR
A2H59D;LU1681041031;FRNH.DE;ETF;AIS-AM.FL.RA.DL COR.;Amundi Index Solutions - Amundi Floating Rate USD Corporate UCITS ETF-C EUR Hedged
A2H59C;LU1681040900;FRNU.DE;ETF;AIS-AM.FL.RA.DL.CO. DLC;Amundi Index Solutions - Amundi Floating Rate USD Corporate UCITS ETF-C USD
A2H585;LU1681041114;FRNE.DE;ETF;AIS-AM.FL.RA.EO.C.1-3;Amundi Index Solutions - Amundi Floating Rate EURO Corporate 1-3 UCITS ETF-C
A2H57U;LU1681046261;CB3G.DE;ETF;AIS-AM.G.B.EU.B.I.G. EOC;Amundi Index Solutions - Amundi Govt Bond Euromts Broad Investment Grade UCITS ETF-C
A2H58G;LU1681046691;DE5A.DE;ETF;AIS-AM.G.H.E.B.I.G. EOC;Amundi Index Solutions - Amundi Govt Bond Highest Rated Euromts Investment Grade Ucits ETF EUR C
A2H9Q1;LU1737652823;10AJ.DE;ETF;AIS-AM.I.FTSE E.N.G.UEUD;Amundi Index Solutions - Amundi Index FTSE EPRA NAREIT Global UCITS ETF DR (D)EUR
A2H9Q3;LU1737653631;10AK.DE;ETF;AIS-AM.I.JPM G.GBI G.;Amundi Index Solutions - Amundi Index J.P. Morgan GBI Global Govies UCITS ETF DR EUR
A2H58J;LU1681045370;AMEM.DE;ETF;AIS-AM.ID.MSCI EM.MA.;Amundi Index Solutions - Amundi MSCI Emerging Markets UCITS ETF-C EUR
A2H586;LU1681038912;JP40.DE;ETF;AIS-AM.JPXNIK400 EOC;Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C EUR
A2H588;LU1681039134;JP4H.DE;ETF;AIS-AM.JPXNIK400 EOCDH;Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C EUR Hedged
A2H59A;LU1681039308;18MQ.DE;ETF;AIS-AM.JPXNIK400 LSCDH;Amundi ETF MSCI World ex Europe EUR A/I
A2JSDA;LU1861134382;XAMB.DE;ETF;AIS-AM.MS.W SRI DR;Amundi Index Solutions - Amundi MSCI World SRI UCITS ETF DR
A2QGPM;LU2249056297;MWSH.DE;ETF;AIS-AM.MS.W SRI DRHEOA;Amundi Index Solutions - Amundi MSCI World SRI UCITS ETF DR Hedged EUR C
A2H57F;LU1681041627;MIVA.DE;ETF;AIS-AM.MSCI E.M.V.F. EOC;Amundi Index Solutions - Amundi MSCI Europe Minimum Volatility Factor UCITS ETF-C
A2H58R;LU1681044480;AMEA.DE;ETF;AIS-AM.MSCI EM A. EOC;Amundi Index Solutions - Amundi MSCI Em Asia UCITS ETF-C EUR
A2H59H;LU1681041460;MJMT.DE;ETF;AIS-AM.MSCI EU.MO.F.EOC;Amundi Index Solutions - Amundi MSCI Europe Momentum Factor UCITS ETF-C
A2H59G;LU1681041890;AMEQ.DE;ETF;AIS-AM.MSCI EU.Q.F. EOC;Amundi Index Solutions - Amundi MSCI Europe Quality Factor UCITS ETF-C
A2H567;LU1681042609;CEUG.DE;ETF;AIS-AM.MSCI EUROPE A;Amundi Index Solutions - Amundi MSCI Europe UCITS ETF C EUR
A2H57G;LU1681043086;18MK.DE;ETF;AIS-AM.MSCI IND.EOC;Amundi Index Solutions - Amundi MSCI India UCITS ETF-C EUR
A2H577;LU1681038243;6AQQ.DE;ETF;AIS-AM.MSCI NDQ100 EOC;Amundi Index Solutions - Amundi Nasdaq-100 ETF-C EUR
A2H579;LU1681038599;HNDX.DE;ETF;AIS-AM.MSCI NDQ100;Amundi Index Solutions - Amundi Nasdaq-100 ETF-C EUR Hedged
A2H569;LU1681044647;CN1G.DE;ETF;AIS-AM.MSCI NORDIC EOC;Amundi Index Solutions - Amundi MSCI Nordic UCITS ETF-C
A2H57A;LU1681044720;540J.DE;ETF;AIS-AM.MSCI SWITZ. EOC;Amundi Index Solutions - Amundi MSCI Switzerland UCITS ETF-C EUR
A2H57B;LU1681044993;18MN.DE;ETF;AIS-AM.MSCI SWITZ. SFC;Amundi ETF MSCI USA EUR C/D
A2H57D;LU1681042864;ACU2.DE;ETF;AIS-AM.MSCI USA EOC;Amundi Index Solutions - Amundi MSCI USA UCITS ETF-C EUR
A2H57Y;LU1681046006;WDNR.DE;ETF;AIS-AM.MSCI WLD E.EOC;Amundi Index Solutions - Amundi MSCI World Energy UCITS ETF-C EUR
A2H570;LU1681045883;WDFI.DE;ETF;AIS-AM.MSCI WLD FIN.EOC;Amundi Index Solutions - Amundi MSCI World Financials ETF-C EUR
A2H582;LU1681038672;RS2K.DE;ETF;AIS-AM.RUS.2000 EOC;Amundi Index Solutions - Amundi Russell 2000 ETF-C EUR
A2H564;LU1681048630;GLUX.DE;ETF;AIS-AM.S+P G.L.EOC;"Amundi Index Solutions - Amundi S&amp;P Global Luxury ETF-C EUR"
A2PN77;LU2037748345;AMEC.DE;ETF;AIS-AM.SMRT CITY;Amundi Index Solutions - Amundi Smart City UCITS ETF-C EUR
A2H57X;LU1681040223;AME6.DE;ETF;AIS-AM.STX EUR.600 EOC;Amundi Index Solutions - Amundi STOXX Europe 600 ETF-C EUR
A2PZDC;LU2109787635;SRHE.DE;ETF;AIS-AMUNDIMEMUSRI;Amundi Index Solutions - Amundi Index MSCI EMU SRI Ucits ETF DR Cap
A2QGW0;LU2240851688;DECD.DE;ETF;AIS-DAX 50 ESG ETF;Amundi DAX 50 ESG UCITS ETF DR (C)
A2PQEM;LU2037748774;ECR3.DE;ETF;AIS-EO SRI 0-3 ETF DR;Amundi Index Solutions - Amundi Index Euro Corporate Sri 0-3 Y UCITS ETF DR
A2JSC9;LU1861132840;GOAI.DE;ETF;AIS-GL.ART.INT. AHEOA;Amundi Stoxx Global Artificial Intelligence
A2QKHV;LU2269164310;JARH.DE;ETF;AIS-I.M.JAP.SRI DRHGEOA;Amundi Index Solutions - Amundi Index MSCI Japan SRI UCITS ETF DR Hedged (C)
A2QEUK;LU2233156749;JARI.DE;ETF;AIS-I.M.JAP.SRI UC.E.DRYN;Amundi Index Solutions - Amundi Index MSCI Japan SRI UCITS ETF DR (C)
A2P6TP;LU2182388400;PABW.DE;ETF;AIS-M.W.C.P.A.P ETF;Amundi Index Solutions - Amundi MSCI World Climate Paris Aligned Pab ETF DR USD (C)
A2JSDB;LU1861136247;GNAR.DE;ETF;AIS-MS. USA SRI DR;Amundi Index Solutions - Amundi MSCI USA SRI UCITS ETF DR
A2JSDD;LU1861138961;AMEI.DE;ETF;AIS-MSCI E.M. DR ADLA;Amundi Index Solutions - Amundi Index MSCI Emerging Markets SRI UCITS ETF DR C
A2H57L;LU1681043755;540G.DE;ETF;AIS-MSCI EA.EU.EX.RUS.;Amundi Index Solutions - Amundi MSCI Eastern Europe Ex Russia UCITS ETF-C EUR
A2QEUJ;LU2233156582;PRAB.DE;ETF;AIS-P.E.G.B.0-1 UC.E.DREO;Amundi Prime Euro Gov Bonds 0-1Y UCITS ETF DR Cap
A2P6TS;LU2182388665;PR1T.DE;ETF;AIS-P.U.T.B.0-1 ETF DRDLA;Amundi Index Solutions - Amundi Prime US Treasury Bond 0-1 Y UCITS ETF DR - USD (C)
A2P6TT;LU2182388749;PR1H.DE;ETF;AIS-P.U.T.B.0-1 ETF.;Amundi Index Solutions - Amundi Prime US Treasury Bond 0-1 Y UCITS ETF DR - EUR Hedged (C)
A2PKZK;FR0013412012;18MB.DE;ETF;AM.-MSC.EM AS. EOA;Amundi ETF Euro Stoxx 50 DR EUR C
A2PKZN;FR0013411998;18MJ.DE;ETF;AM.ETF-JPN TOP. D.HGD.;Amundi ETF DAX DR A/I
A2PKZP;FR0013412020;18MH.DE;ETF;AM.ETF-MS.E.M. EOA;Amundi ETF MSCI EMU DR A/I
A2PKZH;FR0013412038;18M4.DE;ETF;AM.ETF-MSCI EU. EOA;Amundi ETF MSCI Europe Consumer Discretionary UCITS ETF
A2PKYV;FR0013412269;18M7.DE;ETF;AM.ETF-NASD.100 EOA;Amundi ETF MSCI Eurp High Divd Fct C
A2PKZM;FR0013412293;18MI.DE;ETF;AM.ETF-S+P 500 D.HGD.;Amundi ETF MSCI Europe C
A2DR4M;LU1602144906;18MM.DE;ETF;AM.I.MSCI P.EXJ.SRI UEDIE;Amundi Index MSCI Pacific ex Japan SRI - UCITS ETF DR - EUR (C)
A2PWMN;LU2089238625;PRAC.DE;ETF;AM.I.S.-A.P.EO CO.;Amundi Index Solutions - Amundi Prime Euro Corporates UCITS ETF DR (C)
A2PBLN;LU1931975079;PR1C.DE;ETF;AM.I.S.-A.P.EO CO.;Amundi Index Solutions - Amundi Prime Euro Corporates UCITS ETF DR
A2DR4R;LU1602144575;AMED.DE;ETF;AM.MSCI EMU ESG L.;Amundi MSCI EMU ESG Leaders Select UCITS ETF DR EUR (C)
A2PBLR;LU1931975319;PR1S.DE;ETF;AMU.I.S.-A.P.US T..;Amundi Index Solutions - Amundi Prime US Treasury UCITS ETF DR
A2H562;LU1681048127;B500.DE;ETF;Amun. S+P 500 Buyback.;"Amundi Index Solutions - Amundi S&amp;P 500 Buyback ETF-C EUR"
A0X9QJ;FR0010790980;AE50.DE;ETF;Amun. STOXX Europ. 50.;Amundi ETF Stoxx Europe 50 UCITS ETF
A2PWMP;LU2089238898;PRAR.DE;ETF;AMUN.I.S.-A.P.E.G..;Amundi Index Solutions - Amundi Prime Euro Govies UCITS ETF DR (C)
A2PBLP;LU1931975152;PR1R.DE;ETF;AMUN.I.S.-A.P.E.G..;Amundi Index Solutions - Amundi Prime Euro Govies UCITS ETF DR
A2PBLQ;LU1931975236;PR1G.DE;ETF;AMUN.I.S.-A.P.G.G..;Amundi Index Solutions - Amundi Prime Global Govies UCITS ETF DR
A2PBLK;LU1931974775;PR1J.DE;ETF;AMUN.I.S.-A.P.JAP.;Amundi Index Solutions - Amundi Prime Japan UCITS ETF DR
A2PBLL;LU1931974858;PR1U.DE;ETF;AMUN.I.S.-A.P.USA;Amundi Index Solutions - Amundi Prime USA UCITS ETF DR
A2PBLH;LU1931974429;PR1Z.DE;ETF;AMUN.I.S.-A.PR.EU.;Amundi Index Solutions - Amundi Prime Eurozone UCITS ETF DR
A2PWMM;LU2089238468;PRAU.DE;ETF;AMUND.I.S.-A.PR.USA;Amundi Index Solutions - Amundi Prime USA UCITS ETF DR (C)
A0REJQ;FR0010655712;CG1G.DE;ETF;AMUNDI ETF DAX U.ETF;Amundi ETF DAX UCITS ETF DR
A0RNWD;FR0010754127;18MU.DE;ETF;AMUNDI ETF EURO INFL.;Amundi ETF Euro Inflation UCITS ETF DR
A0RNWC;FR0010754200;18M1.DE;ETF;AMUNDI ETF EUROMTS;Amundi ETF Govies 0-6 Months EuroMTS Investment Grade UCITS ETF DR
A0RNV6;FR0010754135;18MX.DE;ETF;AMUNDI ETF GOVT BOND;Amundi ETF Govt Bond EuroMTS Broad Investment Grade 1-3 UCITS ETF DR
A0RNWA;FR0010754143;18MW.DE;ETF;AMUNDI ETF GOVT BOND;Amundi ETF Govt Bond EuroMTS Broad Investment Grade 10-15 UCITS ETF
A0RNV7;FR0010754168;18MY.DE;ETF;AMUNDI ETF GOVT BOND;Amundi ETF Govt Bond EuroMTS Broad Investment Grade 3-5 UCITS ETF DR
A0RNV8;FR0010754176;18MZ.DE;ETF;AMUNDI ETF GOVT BOND;Amundi ETF Govt Bond EuroMTS Broad Investment Grade 5-7 UCITS ETF DR C
A0RNV9;FR0010754184;18M0.DE;ETF;AMUNDI ETF GOVT BOND;Amundi ETF Govt Bond EuroMTS Broad Investment Grade 7-10 UCITS ETF DR
A2H6MP;FR0013284304;SMRN.DE;ETF;AMUNDI ETF IST. EUR.M.-;Amundi ETF iStoxx Europe Multi-Factor Market Neutral UCITS ETF
A0X8ZS;FR0010755611;18MF.DE;ETF;AMUNDI ETF LEVERAGED;Amundi ETF Leveraged MSCI USA Daily UCITS ETF
A0RF42;FR0010717090;18M2.DE;ETF;AMUNDI ETF MSCI EMU;Amundi ETF MSCI EMU High Dividend UCITS ETF
A0YF2V;FR0010821819;540H.DE;ETF;AMUNDI ETF MSCI EU X;Amundi ETF MSCI Europe ex EMU UCITS ETF
A2H57N;LU1681041973;18M7.DE;ETF;AMUNDI ETF MSCI EUROPE;Amundi ETF MSCI Eurp High Divd Fct C
A0REJT;FR0010655746;AMES.DE;ETF;AMUNDI ETF MSCI SPAIN;Amundi ETF MSCI Spain UCITS ETF
A0RPV6;FR0010756114;18MP.DE;ETF;AMUNDI ETF MSCI WORLD;Amundi ETF MSCI World ex EMU UCITS ETF
A0X8ZY;FR0010757781;18MS.DE;ETF;AMUNDI ETF SHORT DJ;Amundi ETF Short Euro Stoxx 50 Daily UCITS ETF
A0X9PC;FR0010791194;GC2U.DE;ETF;AMUNDI ETF SHT USA;Amundi ETF Short MSCI USA Daily UCITS ETF
A2PWMR;LU2089239193;PRAS.DE;ETF;AMUNDI I.S.-A.P.US T.;Amundi Index Solutions - Amundi Prime US Treasury UCITS ETF DR (C)
A2PWMH;LU2089238039;PRAE.DE;ETF;AMUNDI I.S.-A.PR.EUR.;Amundi Index Solutions - Amundi Prime Europe UCITS ETF DR (C)
A2PWMJ;LU2089238112;PRAZ.DE;ETF;AMUNDI I.S.-A.PR.EUR.;Amundi Index Solutions - Amundi Prime Eurozone UCITS ETF DR (C)
A2PWMQ;LU2089238971;PRAG.DE;ETF;AMUNDI I.S.-A.PR.G.G.;Amundi Index Solutions - Amundi Prime Global Govies UCITS ETF DR (C)
A2PWML;LU2089238385;PRAJ.DE;ETF;AMUNDI I.S.-A.PR.JAP.;Amundi Index Solutions - Amundi Prime Japan UCITS ETF DR (C)
A2PBLF;LU1931974262;PR1E.DE;ETF;AMUNDI I.S.-A.PR.UE;Amundi Index Solutions - Amundi Prime Europe UCITS ETF DR
A2PBLJ;LU1931974692;PR1W.DE;ETF;AMUNDI I.S.-A.PRI.GL.;Amundi Index Solutions - Amundi Prime Global UCITS ETF DR
A2PWMS;LU2089239276;PRAP.DE;ETF;AMUNDI IS-A.P.US C.DL;Amundi Index Solutions - Amundi Prime US Corporates UCITS ETF DR (C)
A2PP4C;LU2037749152;PR1P.DE;ETF;AMUNDI IS-A.P.US C.;Amundi Index Solutions - Amundi Prime US Corporates UCITS ETF DR
A0REJZ;FR0010688176;18M3.DE;ETF;AMUNDI MSCI EUROPE;Amundi ETF MSCI Europe Banks UCITS ETF
A1C7AK;FR0010930644;AMEE.DE;ETF;AMUNDI MSCI EUROPE;Amundi ETF MSCI Europe Energy UCITS ETF
A0REJ2;FR0010688192;18M6.DE;ETF;AMUNDI MSCI EUROPE.;Amundi ETF MSCI Europe Healthcare UCITS ETF
A0REJR;FR0010655761;540K.DE;ETF;AMUNDI MSCI UK.;Amundi ETF MSCI UK UCITS ETF
A2P22T;LU2153616326;SADH.DE;ETF;AMUNDI MUSESGLS ETFDR.;Amundi Index Solutions - Amundi MSCI USA ESG Leaders Select ETF DR Hedged
A2H58A;LU1681039480;REAL.DE;ETF;AMUNDI REAL ESTATE.;Amundi Index Solutions - Amundi FTSE EPRA Europe Real Estate UCITS ETF-C
ETF701;DE000ETF7011;F701.DE;ETF;COMST. VERMÃƒâ€“GENS.;Lyxor Portfolio Strategy UCITS ETF
ETF702;DE000ETF7029;F702.DE;ETF;COMST.VERM.STR.-D.U..;Lyxor Portfolio Strategy Defensiv UCITS ETF (Vermoegensstrategie)
ETF703;DE000ETF7037;F703.DE;ETF;COMST.VERM.STR.-O.U..;Lyxor Portfolio Strategy Offensiv UCITS ETF (Vermoegensstrategie)
ETF052;LU0392496856;C052.DE;ETF;COMSTA. EURO STOXX 50.;Lyxor EURO STOXX 50 Daily (-1x) Inverse (LUX) UCITS ETF
ETF901;DE000ETF9017;E901.DE;ETF;COMSTAGE 1 DAX UCITS.;Lyxor 1 DAX UCITS ETF (I)
ETF903;DE000ETF9033;E903.DE;ETF;COMSTAGE 1 DIVDAX.;Lyxor 1 DivDAX UCITS ETF (I)
ETF950;DE000ETF9504;E950.DE;ETF;COMSTAGE 1 EURO.;Lyxor 1 EURO STOXX 50 UCITS ETF
ETF960;DE000ETF9603;E960.DE;ETF;COMSTAGE 1-ST.E.600 U..;Lyxor 1 STOXX Europe 600 UCITS ETF
ETF031;LU0392496690;C031.DE;ETF;COMSTAGE ATX.;Lyxor ATX (DR) UCITS ETF
ETF010;LU0378437502;C010.DE;ETF;COMSTAGE ETF DOW.;Lyxor Dow Jones Industrial Average (LUX) UCITS ETF
ETF125;LU0392496260;X025.DE;ETF;COMSTAGE ETF MSCI.;Lyxor MSCI Europe Mid Cap UCITS ETF
ETF111;LU0392494646;X011.DE;ETF;COMSTAGE ETF MSCI.;Lyxor MSCI Europe UCITS ETF
ETF114;LU0392495023;X014.DE;ETF;COMSTAGE ETF MSCI.;Lyxor MSCI Pacific UCITS ETF
ETF033;LU1104577314;C033.DE;ETF;COMSTAGE MSCI SPAIN.;Lyxor MSCI Spain UCITS ETF
ETF032;LU1104574725;C032.DE;ETF;ComStg. MSCI Italy TRN.;Lyxor MSCI Italy UCITS ETF
LYX0Y8;LU1812091947;LPVX.DE;ETF;L.I.F-L.PRI. U. EOD.;Lyxor Index Fund - Lyxor Privex UCITS ETF Dist
LYX0Y9;LU1812092168;SELD.DE;ETF;LI-L.S.E.S.D30 EOD.;Lyxor Index Fund - Lyxor STOXX Europe Select Dividend 30 UCITS ETF Dist
LYX0Y4;LU1832418856;LYEU.DE;ETF;LIF- L.F.E/N US EOD.;Lyxor Index Fund - Lyxor FTSE EPRA/NAREIT United States UCITS ETF Dist
LYX0YZ;LU1686830065;LCVB.DE;ETF;LIF- LEMTSCBA EOA.;Lyxor Index Fund - Lyxor EuroMTS Covered Bond Aggregate UCITS ETF Acc
LYX01V;LU1834983394;LAUT.DE;ETF;LIF-600 AUTOM. EOA.;"Lyxor Index Fund - Lyxor STOXX Europe 600 Automobiles &amp; Parts UCITS ETF Acc"
LYX04B;LU2082995908;DFOA.DE;ETF;LIF-600 AUTOM. EOD.;"Lyxor STOXX Europe 600 Automobiles &amp; Parts UCITS ETF Dis"
LYX01W;LU1834983477;LBNK.DE;ETF;LIF-600 BANKS EOA.;Lyxor Index Fund - Lyxor Stoxx Europe 600 Banks UCITS ETF Acc
