WKN;ISIN;TICKER;TYP;NAME;TRUENAMES
A2AP5L;IE00BDGN9Z19;XMVE.DE;ETF;C.FD.S.-DB-X-TR.MSCI.;Xtrackers (IE) Plc - Xtrackers MSCI EMU Minimum Volatility UCITS ETF 1D
A1W8SB;IE00BGHQ0G80;XMAW.DE;ETF;CONCEPT-DB XT.MSCI.;Xtrackers (IE) Plc - Xtrackers MSCI AC World UCITS ETF 1C
DBX0M2;LU0779800910;XCHA.DE;ETF;DB CSI300 INDEX.;Xtrackers CSI300 Swap UCITS ETF 1C
A1E0HR;DE000A1E0HR8;XAD5.DE;ETF;DB ETC GOLD EUR 60.;Xtrackers Physical Gold ETC (EUR)
DBX0AE;LU0290356954;DBXQ.DE;ETF;DB IBOXX.;Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1C
DBX1EM;LU0292107645;DBX1.DE;ETF;DB MSCI EM.MAR.;Xtrackers MSCI Emerging Markets Swap UCITS ETF 1C
DBX0KT;LU0659580079;XMK9.DE;ETF;DB MSCI JAP.TRN IN.;Xtrackers MSCI Japan UCITS ETF 4C EUR Hedged
DBX0KK;LU0659579147;XBAK.DE;ETF;DB MSCI PAKIST.I.T.IN.;Xtrackers MSCI Pakistan Swap UCITS ETF 1C
DBX0H9;LU0592215403;XPQP.DE;ETF;DB MSCI PHIL.I.M.T.IDX;Xtrackers MSCI Philippines UCITS ETF 1C
DBX0KG;LU0659578842;XBAS.DE;ETF;DB MSCI SING.I.TRN IN.;Xtrackers MSCI Singapore UCITS ETF 1C
DBX0NJ;LU0839027447;XDJP.DE;ETF;DB NIKKEI 225 UCITS;Xtrackers Nikkei 225 UCITS ETF 1D
DBX0NK;LU0875160326;RQFI.DE;ETF;DB X CSI300 HARVEST;Xtrackers Harvest CSI300 UCITS ETF 1D
DBX0BT;LU0397221945;DBX0.DE;ETF;DB X TR INDEX;Xtrackers Portfolio UCITS ETF 1C
DBX1A2;LU0328474803;DX2S.DE;ETF;DB X TRACKER ASX 200;"Xtrackers S&amp;P ASX 200 UCITS ETF 1D"
DBX0PN;LU1094612022;CGB.DE;ETF;DB X- II HARVEST CSI;Xtrackers II Harvest China Government Bond UCITS ETF 1D
DBX0F1;LU0489337690;D5BK.DE;ETF;DB X-T.FTSE E/N D.E.RE.;Xtrackers FTSE Developed Europe Real Estate UCITS ETF 1C
DBX0QG;LU1399300455;XUTE.DE;ETF;DB X-T.II-IBOXX USD T.;Xtrackers II US Treasuries UCITS ETF 2D - EUR Hedged
DBX0ET;LU0476289540;D5BH.DE;ETF;DB X-T.MSCI CANADA T.I.;Xtrackers MSCI Canada UCITS ETF 1C
DBX1DA;LU0274211480;DBXD.DE;ETF;DB X-TR DAX;Xtrackers DAX UCITS ETF 1C
DBX0BZ;LU0411075376;DBPE.DE;ETF;DB X-TR DAX X2;Xtrackers LevDAX Daily Swap UCITS ETF 1C
DBX1EU;LU0274211217;DBXE.DE;ETF;DB X-TR DJES50;Xtrackers Euro Stoxx 50 UCITS ETF 1D
DBX1SS;LU0292106753;DXSP.DE;ETF;DB X-TR DJES50SH;Xtrackers Euro Stoxx 50 Short Daily Swap UCITS ETF 1C
DBX1D3;LU0292095535;DXSA.DE;ETF;DB X-TR DJESDV30;Xtrackers Euro Stoxx Quality Dividend UCITS ETF 1D
DBX1DG;LU0292096186;DXSB.DE;ETF;DB X-TR DJS GLOB;Xtrackers Stoxx Global Select Dividend 100 Swap UCITS ETF 1D
DBX1FX;LU0292109856;DBX9.DE;ETF;DB X-TR FTSE XIN;Xtrackers FTSE China 50 UCITS ETF 1C
DBX1MJ;LU0274209740;DBXJ.DE;ETF;DB X-TR MSCI JPN;Xtrackers MSCI Japan UCITS ETF 1C
DBX1MU;LU0274210672;DBXU.DE;ETF;DB X-TR MSCI USA;Xtrackers MSCI USA Swap UCITS ETF 1C
DBX1NN;LU0292109690;DBX7.DE;ETF;DB X-TR S&P NIFT;Xtrackers Nifty 50 Swap UCITS ETF 1C
DBX0BY;LU0411075020;DBPD.DE;ETF;DB X-TR SHORT DAX X2;Xtrackers ShortDAX x2 Daily Swap UCITS ETF 1C
DBX1DS;LU0292106241;DXSN.DE;ETF;DB X-TR SHORTDAX;Xtrackers ShortDAX Daily Swap UCITS ETF 1C
DBX0NF;LU0838780707;XDUK.DE;ETF;DB X-TR.FTSE 100 UCITS;Xtrackers FTSE 100 UCITS ETF 1C
DBX1F2;LU0292097317;DBXY.DE;ETF;DB X-TR.FTSE 250 ETF 1D;Xtrackers FTSE 250 UCITS ETF 1D
DBX1FA;LU0292097747;DBXZ.DE;ETF;DB X-TR.FTSE ALL-SH.;Xtrackers - Xtrackers MSCI UK ESG UCITS ETF 1D
DBX0NZ;LU0942970798;XBAE.DE;ETF;DB X-TR.II BAR.GL.AGG.;Xtrackers II Global Aggregate Bond Swap UCITS ETF 5C - EUR Hedged
DBX0A0;LU0321465469;DXSZ.DE;ETF;DB X-TR.II-FED E.R.T.R.1C;Xtrackers II USD Overnight Rate Swap UCITS ETF 1C
DBX0EY;LU0478205379;D5BG.DE;ETF;DB X-TR.II-IB.EOL.C.100IC;Xtrackers II EUR Corporate Bond UCITS ETF 1C
DBX0AU;LU0321462870;DXST.DE;ETF;DB X-TR.II-ITR.SHORT CR.;Xtrackers II iTraxx Crossover Short Daily Swap UCITS ETF 1C
DBX0ES;LU0476289466;D5BI.DE;ETF;DB X-TR.MSCI MEX.TRN I.;Xtrackers MSCI Mexico UCITS ETF 1C
DBX1MA;LU0292107991;DBX2.DE;ETF;DB X-TR.MSCIE.A.T.I.;Xtrackers MSCI EM Asia Swap UCITS ETF 1C
DBX1A9;LU0328476410;DX2Z.DE;ETF;DB X-TR.S+P SEL.FRONT.;"Xtrackers S&amp;P Select Frontier Swap UCITS ETF 1C"
DBX0B6;LU0411078636;DBPK.DE;ETF;DB X-TR.SHORT S+P500;"Xtrackers S&amp;P 500 2x Inverse Daily Swap UCITS ETF 1C"
DBX0A8;LU0378818131;DBZB.DE;ETF;DB X-TRACK II GLOBAL;Xtrackers II Global Government Bond UCITS ETF 1C - EUR Hedged
DBX1AN;LU0322250712;DX2D.DE;ETF;DB X-TRACK LPX MM;Xtrackers LPX Private Equity Swap UCITS ETF 1C
DBX0HX;LU0592217524;XMKA.DE;ETF;DB X-TRACK MSCI EFM;Xtrackers MSCI Africa Top 50 Swap UCITS ETF 1C
DBX0FK;LU0486851024;D5BL.DE;ETF;DB X-TRACK MSCI EUROPE;Xtrackers MSCI Europe Value UCITS ETF 1C
A1C1G8;IE00B3Y8D011;XS7W.DE;ETF;DB X-TRACK STIFTUNGS-;Xtrackers (IE) Plc - Xtrackers Portfolio Income UCITS ETF 1D
DBX1SF;LU0292103651;DXSF.DE;ETF;DB X-TRACK. STOXX 600;Xtrackers Stoxx Europe 600 Banks Swap UCITS ETF 1C
DBX1FB;LU0292105359;DXSK.DE;ETF;DB X-TRACK. STOXX 600;"Xtrackers Stoxx Europe 600 Food &amp; Beverage Swap UCITS ETF 1C"
DBX1SH;LU0292103222;DXSE.DE;ETF;DB X-TRACK. STOXX 600;Xtrackers Stoxx Europe 600 Health Care Swap UCITS ETF 1C
DBX1F0;LU0292106084;DXSL.DE;ETF;DB X-TRACK. STOXX 600;Xtrackers Stoxx Europe 600 Industrial Goods Swap UCITS ETF 1C
DBX1TE;LU0292104469;DXSH.DE;ETF;DB X-TRACK. STOXX 600;Xtrackers Stoxx Europe 600 Technology Swap UCITS ETF 1C
DBX1ST;LU0292104030;DXSG.DE;ETF;DB X-TRACK. STOXX 600;Xtrackers Stoxx Europe 600 Telecommunications Swap UCITS ETF 1C
DBX1SU;LU0292104899;DXSI.DE;ETF;DB X-TRACK. STOXX 600;Xtrackers Stoxx Europe 600 Utilities Swap UCITS ETF 1C
DBX0NH;LU0838782315;XDDX.DE;ETF;DB X-TRACKE.DAX ETF;Xtrackers DAX Income UCITS ETF 1D
DBX0AC;LU0290355717;DBXN.DE;ETF;DB X-TRACKER IBOXX EUR;Xtrackers II Eurozone Government Bond UCITS ETF 1C EUR
A113FD;IE00BM67HK77;XDWH.DE;ETF;DB X-TRACKER MSCI WHCI;Xtrackers (IE) Plc - Xtrackers MSCI World Health Care UCITS ETF 1C
DBX0KJ;LU0659579063;XB4A.DE;ETF;DB X-TRACKERS ATX;Xtrackers ATX UCITS ETF 1C
A14XH5;IE00BZ036H21;XDGU.DE;ETF;DB X-TRACKERS;Xtrackers (IE) Plc - Xtrackers USD Corporate Bond UCITS ETF 1D
A14XH4;IE00BZ036J45;XDGE.DE;ETF;DB X-TRACKERS;Xtrackers (IE) Plc - Xtrackers USD Corporate Bond UCITS ETF 2D - EUR Hedged
DBX1AR;LU0322250985;DX2G.DE;ETF;DB X-TRACKERS CAC 40;Xtrackers CAC 40 UCITS ETF 1D
A1103F;IE00BL25JN58;XDEB.DE;ETF;DB X-TRACKERS EQUITY;Xtrackers (IE) Plc - Xtrackers MSCI World Minimum Volatility UCITS ETF 1C
A1103G;IE00BL25JP72;XDEM.DE;ETF;DB X-TRACKERS EQUITY;Xtrackers (IE) Plc - Xtrackers MSCI World Momentum UCITS ETF 1C
A1103D;IE00BL25JL35;XDEQ.DE;ETF;DB X-TRACKERS EQUITY;Xtrackers (IE) Plc - Xtrackers MSCI World Quality UCITS ETF 1C
A1103E;IE00BL25JM42;XDEV.DE;ETF;DB X-TRACKERS EQUITY;Xtrackers (IE) Plc - Xtrackers MSCI World Value UCITS ETF 1C
DBX1ET;LU0380865021;DXET.DE;ETF;DB X-TRACKERS EURO;Xtrackers Euro Stoxx 50 UCITS ETF 1C
DBX1F1;LU0292097234;DBXX.DE;ETF;DB X-TRACKERS FTSE 100;Xtrackers FTSE 100 Income UCITS ETF 1D
DBX1AV;LU0328473581;DX2K.DE;ETF;DB X-TRACKERS FTSE 100;Xtrackers FTSE 100 Short Daily Swap UCITS ETF 1C
DBX1MB;LU0274212538;DBXI.DE;ETF;DB X-TRACKERS FTSE MIB;Xtrackers FTSE MIB UCITS ETF 1D
DBX1AG;LU0322252924;DXS7.DE;ETF;DB X-TRACKERS FTSE;Xtrackers FTSE Vietnam Swap UCITS ETF 1C
A2ACJ8;IE00BYPHT736;XDEP.DE;ETF;DB X-TRACKERS IBOXX;Xtrackers (IE) Plc - Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF 1D
A144GB;IE00BD4DX952;XQUA.DE;ETF;DB X-TRACKERS IBOXX;Xtrackers (IE) Plc - Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 1D
DBX0K7;LU0925589839;XYP1.DE;ETF;DB X-TRACKERS II;Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF 1C
DBX0CQ;LU0429459356;XUTD.DE;ETF;DB X-TRACKERS II IBOXX $;Xtrackers II US Treasuries UCITS ETF 1D
DBX0QJ;LU1409136006;ALQD.DE;ETF;DB X-TRACKERS II IBOXX;Xtrackers II USD Asia ex Japan Corporate Bond UCITS ETF 1D
DBX1AE;LU0322252171;DXS5.DE;ETF;DB X-TRACKERS MSCI AC;Xtrackers MSCI AC Asia ex Japan Swap UCITS ETF 1C
DBX1MR;LU0292109344;DBX6.DE;ETF;DB X-TRACKERS MSCI;Xtrackers MSCI Brazil UCITS ETF 1C
DBX0G2;LU0514695690;XCS6.DE;ETF;DB X-TRACKERS MSCI;Xtrackers MSCI China UCITS ETF 1C
DBX1ML;LU0292108619;DBX3.DE;ETF;DB X-TRACKERS MSCI EM;Xtrackers MSCI EM Latin America ESG Swap UCITS ETF 1C
DBX0GJ;LU0846194776;XD5E.DE;ETF;DB X-TRACKERS MSCI EMU;Xtrackers MSCI EMU UCITS ETF 1D
DBX0P1;LU1242369327;XIEE.DE;ETF;DB X-TRACKERS MSCI;Xtrackers MSCI Europe UCITS ETF 1D
DBX1AT;LU0322253732;DX2I.DE;ETF;DB X-TRACKERS MSCI;Xtrackers MSCI Europe Mid Cap UCITS ETF 1C
DBX1AU;LU0322253906;DX2J.DE;ETF;DB X-TRACKERS MSCI;Xtrackers MSCI Europe Small Cap UCITS ETF 1C
DBX1ME;LU0274209237;DBXA.DE;ETF;DB X-TRACKERS MSCI;Xtrackers MSCI Europe UCITS ETF 1C
DBX0G0;LU0514695187;XCS5.DE;ETF;DB X-TRACKERS MSCI;Xtrackers MSCI India Swap UCITS ETF 1C
DBX1K2;LU0292100046;DBX8.DE;ETF;DB X-TRACKERS MSCI;Xtrackers MSCI Korea UCITS ETF 1C
DBX0GW;LU0514694370;XCS3.DE;ETF;DB X-TRACKERS MSCI;Xtrackers MSCI Malaysia UCITS ETF 1C
DBX1AF;LU0322252338;DXS6.DE;ETF;DB X-TRACKERS MSCI;Xtrackers MSCI Pacific ex Japan UCITS ETF 1C
DBX1RC;LU0322252502;DBXV.DE;ETF;DB X-TRACKERS MSCI;Xtrackers MSCI Russia Capped Swap UCITS ETF 1C
DBX1MT;LU0292109187;DBX5.DE;ETF;DB X-TRACKERS MSCI;Xtrackers MSCI Taiwan UCITS ETF 1C
DBX0GY;LU0514694701;XCS4.DE;ETF;DB X-TRACKERS MSCI;Xtrackers MSCI Thailand UCITS ETF 1C
DBX1MW;LU0274208692;DBXW.DE;ETF;DB X-TRACKERS MSCI;Xtrackers MSCI World Swap UCITS ETF 1C
DBX0F2;LU0490618542;D5BM.DE;ETF;DB X-TRACKERS S&P 500;"Xtrackers S&amp;P 500 Swap UCITS ETF 1C"
DBX1A7;LU0328475792;DX2X.DE;ETF;DB X-TRACKERS STOXX;Xtrackers Stoxx Europe 600 UCITS ETF 1C
DBX1EA;LU0292109005;DBX4.DE;ETF;DB X-TRCKS MSCI EM;"Xtrackers MSCI EM Europe, Middle East &amp; Africa ESG Swap UCITS ETF 1C"
DBX0B5;LU0411078552;DBPG.DE;ETF;DB X.TR. S&P 500 2X;"Xtrackers S&amp;P 500 2x Leveraged Daily Swap UCITS ETF 1C"
A1T795;IE00B9MRJJ36;XDGM.DE;ETF;DB-XTR.MITT.+MIDC.;"Xtrackers (IE) Plc - Xtrackers Germany Mittelstand &amp; MidCap UCITS ETF 1D"
DBX0GG;LU0494592974;XCS2.DE;ETF;dbx Australia SSA Bd.s.;Xtrackers II Australia Government Bond UCITS ETF 1C
DBX0NV;LU0942970103;XBAG.DE;ETF;dbx Barlys Glob..;Xtrackers II Global Aggregate Bond Swap UCITS ETF 1D
A1C1PC;IE00B3Z66S39;D3V3.DE;ETF;dbx EUR Liq. Corp 12.5.;Xtrackers (IE) Plc - Xtrackers EUR Credit 12.5 Swap UCITS ETF 1C
A118P8;IE00BP8FKB21;XREA.DE;ETF;dbx FTSE Devel. Eur. Ex.;Xtrackers (IE) Plc - Xtrackers FTSE Developed Europe ex UK Real Estate UCITS ETF 1C
DBX0NM;LU0908508731;XG7S.DE;ETF;dbx Glob. Sov..;Xtrackers II Global Government Bond UCITS ETF 5C
DBX0MF;LU0690964092;XGVD.DE;ETF;dbx Glob. Sov. (EUR.;Xtrackers II Global Government Bond UCITS ETF 1D - EUR Hedged
DBX0P8;LU1310477036;AH50.DE;ETF;DBX HGI AH50 DR.;Xtrackers Harvest FTSE China A-H 50 UCITS ETF 1D
DBX0PR;LU1109942653;XHYG.DE;ETF;dbx iBo EUR Hi Yld Bd..;Xtrackers II EUR High Yield Corporate Bond UCITS ETF 1D
DBX0PP;LU1109939865;XHY1.DE;ETF;dbx iBo EUR Hi Yld Bd. 1-3.;Xtrackers II EUR High Yield Corporate Bond 1-3 Swap UCITS ETF 1D
DBX0ND;LU0820950128;XLIQ.DE;ETF;dbx iBo EUR Liq. Cov..;Xtrackers II EUR Covered Bond Swap UCITS ETF 1C
DBX0KA;LU0643975161;X03G.DE;ETF;dbx iBo Germy 4% - D.;Xtrackers II Germany Government Bond UCITS ETF 1C
DBX0PA;LU0962081203;XBCD.DE;ETF;dbx iBo Germy Cov..;Xtrackers II iBoxx Germany Covered Bond Swap UCITS ETF 1D
DBX0NN;LU0908508814;XGIU.DE;ETF;dbx iBo Glob. Infla.-Linked.;Xtrackers II Global Inflation-Linked Bond UCITS ETF 5C
DBX0N9;LU0962078753;XGII.DE;ETF;dbx iBo Glob.Infla.Lkd..;Xtrackers II Global Inflation-Linked Bond UCITS ETF 1D - EUR Hedged
DBX0N3;LU0952581584;XJSE.DE;ETF;dbx iBo Japan Sov..;Xtrackers II Japan Government Bond UCITS ETF 1C
DBX0PE;LU0975334821;XY1D.DE;ETF;dbx iBo Sov. Euroz. Yield.;Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF 1D
DBX0N8;LU0962071741;XYPD.DE;ETF;dbx iBo Sov. Euroz. Yld.;Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF 1D
DBX0JH;LU0614173549;X03B.DE;ETF;dbx iBo Soverei. Euroz. 1-.;Xtrackers II Eurozone Government Bond 1-3 UCITS ETF 1D
DBX0JJ;LU0614173895;X03C.DE;ETF;dbx iBo Soverei. Euroz. 3-.;Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1D
DBX0KC;LU0643975591;X03F.DE;ETF;dbx iBo Soverei. Euroz..;Xtrackers II Eurozone Government Bond UCITS ETF 1D EUR
DBX0PF;LU0975326215;XBAI.DE;ETF;dbx iBo Soverei. Euroz..;Xtrackers II Eurozone AAA Government Bond Swap UCITS ETF 1D
A119J2;IE00BPVLQD13;XDNY.DE;ETF;dbx JPX-Nikkei 400.;Xtrackers (IE) Plc - Xtrackers JPX-Nikkei 400 UCITS ETF 1D
A12C16;IE00BRB36B93;XDNE.DE;ETF;dbx JPX-Nikkei 400.;Xtrackers (IE) Plc - Xtrackers JPX-Nikkei 400 UCITS ETF 3C - EUR Hedged
A113FG;IE00BM67HN09;XDWS.DE;ETF;DBX MSCI CONSUMER.;Xtrackers (IE) Plc - Xtrackers MSCI World Consumer Staples UCITS ETF 1C
A12B98;IE00BQXKVQ19;XGLF.DE;ETF;dbx MSCI GCC Select Idx..;Xtrackers (IE) Plc - Xtrackers MSCI GCC Select Swap UCITS ETF 1C
A113FN;IE00BM67HV82;XDWI.DE;ETF;DBX MSCI INDUSTRIALS.;Xtrackers (IE) Plc - Xtrackers MSCI World Industrials UCITS ETF 1C
A1W9VB;IE00BH361H73;XDND.DE;ETF;dbx MSCI NA Hi Divi Yld.;Xtrackers (IE) Plc - Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C
A1XB5V;IE00BJ0KDR00;XD9U.DE;ETF;DBX MSCI USA INDEX.;Xtrackers (IE) Plc - Xtrackers MSCI USA UCITS ETF 1C
A1XB5U;IE00BJ0KDQ92;XDWD.DE;ETF;DBX MSCI WORLD (DR).;Xtrackers (IE) Plc - Xtrackers MSCI World UCITS ETF 1C
A113FH;IE00BM67HP23;XDWC.DE;ETF;DBX MSCI WORLD.;Xtrackers (IE) Plc - Xtrackers MSCI World Consumer Discretionary UCITS ETF 1C
A113FF;IE00BM67HM91;XDW0.DE;ETF;DBX MSCI WORLD ENERGY;Xtrackers (IE) Plc - Xtrackers MSCI World Energy UCITS ETF 1C
A113FE;IE00BM67HL84;XDWF.DE;ETF;DBX MSCI WORLD;Xtrackers (IE) Plc - Xtrackers MSCI World Financials UCITS ETF 1C
A1XEY2;IE00BK1PV551;XDWL.DE;ETF;dbx MSCI World Idx.;Xtrackers (IE) Plc - Xtrackers MSCI World UCITS ETF 1D
DBX0KQ;LU0659579733;XWEH.DE;ETF;dbx MSCI World Idx. (EUR;Xtrackers - Xtrackers MSCI World Swap UCITS ETF 4C - EUR Hedged
A113FM;IE00BM67HT60;XDWT.DE;ETF;DBX MSCI WORLD INFO;Xtrackers (IE) Plc - Xtrackers MSCI World Information Technology UCITS ETF 1C
A113FL;IE00BM67HS53;XDWM.DE;ETF;DBX MSCI WORLD;Xtrackers (IE) Plc - Xtrackers MSCI World Materials UCITS ETF 1C
A113FK;IE00BM67HR47;XWTS.DE;ETF;DBX MSCI WORLD;Xtrackers (IE) Plc - Xtrackers MSCI World Communication Services UCITS ETF 1C
A113FJ;IE00BM67HQ30;XDWU.DE;ETF;DBX MSCI WORLD;Xtrackers (IE) Plc - Xtrackers MSCI World Utilities UCITS ETF 1C
DBX0HH;LU0613540268;XBO2.DE;ETF;dbx MTS Ex-Bk. of Italy;Xtrackers II Italy Government Bond 0-1 Swap UCITS ETF 1C
A1XEJT;IE00BJZ2DD79;XRS2.DE;ETF;DBX RUSSEL 2000 USD;Xtrackers (IE) Plc - Xtrackers Russell 2000 UCITS ETF 1C
A1XEJS;IE00BJZ2DC62;XRSM.DE;ETF;DBX RUSSEL MID CAP.;Xtrackers (IE) Plc - Xtrackers Russell Midcap UCITS ETF 1C
A113FP;IE00BM67HW99;XDPE.DE;ETF;DBX S&P 500 3C;"Xtrackers (IE) Plc - Xtrackers S&amp;P 500 UCITS ETF 1C - EUR Hedged"
A1106A;IE00BLNMYC90;XDEW.DE;ETF;DBX S&P 500 EQUAL;"Xtrackers (IE) Plc - Xtrackers S&amp;P 500 Equal Weight UCITS ETF 1C"
DBX1SM;LU0274221281;DBXS.DE;ETF;DBX SMI TRACKER;Xtrackers Switzerland UCITS ETF 1D
DBX0AN;LU0290358497;DBXT.DE;ETF;DBX TRKS EONIA TR;Xtrackers II EUR Overnight Rate Swap UCITS ETF 1C
DBX0A2;LU0335044896;DX22.DE;ETF;DBX TRKS EONIA TRI ETF;Xtrackers II EUR Overnight Rate Swap UCITS ETF 1D
DBX0E8;LU0484968812;XB4F.DE;ETF;DBX TRKS IBOXX EUR LIQI;Xtrackers II ESG EUR Corporate Bond UCITS ETF 1D
DBX0C9;LU0468897110;D5BC.DE;ETF;DBX TRKS IBOXX GERM. 1-;Xtrackers II Germany Government Bond 1-3 UCITS ETF 1D
DBX0AX;LU0321463506;DXSW.DE;ETF;DBX TRKS IBOXX GERM.;Xtrackers II iBoxx Germany Covered Bond Swap UCITS ETF 1C
DBX0C7;LU0468896575;D5BB.DE;ETF;DBX TRKS IBOXX GERM.;Xtrackers II Germany Government Bond UCITS ETF 1D
DBX0AL;LU0290357929;DBXH.DE;ETF;DBX TRKS IBOXX GLOBAL;Xtrackers II Global Inflation-Linked Bond UCITS ETF 1C - EUR Hedged
DBX0AM;LU0290358224;DBXK.DE;ETF;DBX TRKS IBOXX INFL.-;Xtrackers II Eurozone Inflation-Linked Bond UCITS ETF 1C
DBX0AD;LU0290356871;DBXP.DE;ETF;DBX TRKS IBOXX SOVGS;Xtrackers II Eurozone Government Bond 1-3 UCITS ETF 1C
DBX0AJ;LU0290357507;DBXF.DE;ETF;DBX TRKS IBOXX SOVGS;Xtrackers II Eurozone Government Bond 15-30 UCITS ETF 1C
DBX0AK;LU0290357846;DBXG.DE;ETF;DBX TRKS IBOXX SOVGS;Xtrackers II Eurozone Government Bond 25+ UCITS ETF 1C
DBX0AF;LU0290357176;DBXR.DE;ETF;DBX TRKS IBOXX SOVGS;Xtrackers II Eurozone Government Bond 5-7 UCITS ETF 1C
DBX0AG;LU0290357259;DBXB.DE;ETF;DBX TRKS IBOXX SOVGS;Xtrackers II Eurozone Government Bond 7-10 UCITS ETF 1C
DBX0FE;LU0484969463;XBAT.DE;ETF;DBX TRKS IBOXX SOVGS;Xtrackers II Eurozone AAA Government Bond Swap UCITS ETF 1C
DBX0AR;LU0290359032;DBXM.DE;ETF;DBX TRKS ITRAXX;Xtrackers II iTraxx Crossover Swap UCITS ETF 1C
DBX0AP;LU0290358653;DXSQ.DE;ETF;DBX TRKS ITRAXX EURP.;Xtrackers II iTraxx Europe Swap UCITS ETF 1C
DBX0AW;LU0321463258;DXSV.DE;ETF;DBX TRKS SHORT IBOXX;Xtrackers II Eurozone Government Bond Short Daily Swap UCITS ETF 1C
DBX0CU;LU0429458895;D5BE.DE;ETF;DBX USD TREASURIES 1-3;Xtrackers II US Treasuries 1-3 UCITS ETF 1D
DBX1AA;LU0322248146;DXS0.DE;ETF;DBX X-TRACKERS SLI ETF;Xtrackers SLI UCITS ETF 1D
DBX0PS;LU1109943388;XHYA.DE;ETF;DBXTRII-EUR H.Y.C.BD U.;Xtrackers II EUR High Yield Corporate Bond UCITS ETF 1C
A1W3GB;IE00BCHWNW54;XUHC.DE;ETF;X M USA HLTH DR 1D.;Xtrackers (IE) Plc - Xtrackers MSCI USA Health Care UCITS ETF 1D
A1W9KB;IE00BGQYRR35;XUCD.DE;ETF;X MSCI USA CONS DISCR.;Xtrackers (IE) Plc - Xtrackers MSCI USA Consumer Discretionary UCITS ETF 1D
A1W9KC;IE00BGQYRQ28;XUCS.DE;ETF;X MSCI USA CONS STPLS.;Xtrackers (IE) Plc - Xtrackers MSCI USA Consumer Staples UCITS ETF 1D
A1W3F8;IE00BCHWNS19;XUEN.DE;ETF;X MSCI USA ENERGY DR.;Xtrackers (IE) Plc - Xtrackers MSCI USA Energy UCITS ETF 1D
A1W3F9;IE00BCHWNT26;XUFN.DE;ETF;X MSCI USA FINANCIALS.;Xtrackers (IE) Plc - Xtrackers MSCI USA Financials UCITS ETF 1D
A1W9KD;IE00BGQYRS42;XUTC.DE;ETF;X MSCI USA IT DR 1D.;Xtrackers (IE) Plc - Xtrackers MSCI USA Information Technology UCITS ETF 1D
A2N6LC;IE00BGV5VN51;XAIX.DE;ETF;X(I)-AI+BIG DATA ETF.;"Xtrackers (IE) Plc - Xtrackers Artificial Intelligence &amp; Big Data UCITS ETF 1C"
A1T791;IE00B9MRHC27;XDN0.DE;ETF;X(IE) - MSCI NORDIC 1D.;Xtrackers (IE) Plc - Xtrackers MSCI Nordic UCITS ETF 1D
A2JDYV;IE00BG04M077;XD9E.DE;ETF;X(IE) - MSCI USA 2CEOHD.;Xtrackers (IE) Plc - Xtrackers MSCI USA UCITS ETF 2C - EUR Hedged
A144GC;IE00BD4DXB77;XQUE.DE;ETF;X(IE)-DL EM BD Q.WE..;Xtrackers (IE) Plc - Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 2D-EURHedged
A2P5C7;IE00BL58LJ19;XZBU.DE;ETF;X(IE)-ESG DL COBD 1CDL.;Xtrackers (IE) Plc - Xtrackers ESG USD Corporate Bond UCITS ETF 1C
A2P5C9;IE00BL58LL31;XZBE.DE;ETF;X(IE)-ESG DL COBD.;Xtrackers (IE) Plc - Xtrackers ESG USD Corporate Bond UCITS ETF 2C - EUR hedged
A2JHSF;IE00BG370F43;XZEM.DE;ETF;X(IE)-ESG MSCI EM.MKTS.;Xtrackers (IE) Plc - Xtrackers MSCI Emerging Markets ESG UCITS ETF 1C
A2JHSG;IE00BFMNHK08;XZEU.DE;ETF;X(IE)-ESG MSCI EUROPE.;Xtrackers (IE) Plc - Xtrackers MSCI Europe ESG UCITS ETF 1C
A2JHSE;IE00BG36TC12;XZMJ.DE;ETF;X(IE)-ESG MSCI JAPAN 1C.;Xtrackers (IE) Plc - Xtrackers MSCI Japan ESG UCITS ETF 1C
A2JHSH;IE00BFMNPS42;XZMU.DE;ETF;X(IE)-ESG MSCI USA 1C.;Xtrackers (IE) Plc - Xtrackers MSCI USA ESG UCITS ETF 1C
A2AQST;IE00BZ02LR44;XZW0.DE;ETF;X(IE)-ESG MSCI WORLD 1C.;Xtrackers (IE) Plc - Xtrackers MSCI World ESG UCITS ETF 1C
A2H5F5;IE00BF8J5974;XYLD.DE;ETF;X(IE)-IB.DL C.B.Y.P. 1D.;Xtrackers (IE) Plc - Xtrackers iBoxx USD Corporate Bond Yield Plus UCITS ETF 1D
A12GVR;IE00BTJRMP35;XMME.DE;ETF;X(IE)-MSCI EM.MKTS 1CDL.;Xtrackers (IE) Plc - Xtrackers MSCI Emerging Markets UCITS ETF 1C
